0.010000, 166.773981
0.010100, 167.987023
0.010200, 169.145316
0.010300, 170.248634
0.010400, 170.454406
0.010500, 171.440859
0.010600, 172.372532
0.010700, 173.249602
0.010800, 174.072334
0.010900, 174.841084
0.011000, 175.556293
0.011100, 177.101651
0.011200, 177.716084
0.011300, 178.278474
0.011400, 178.789563
0.011500, 179.250162
0.011600, 179.661146
0.011700, 180.934700
0.011800, 181.252209
0.011900, 181.522762
0.012000, 182.671233
0.012100, 182.853225
0.012200, 182.991356
0.012300, 184.020714
0.012400, 184.075985
0.012500, 184.090825
0.012600, 185.008123
0.012700, 184.946405
0.012800, 185.795054
0.012900, 185.661055
0.013000, 186.444462
0.013100, 186.242608
0.013200, 186.964340
0.013300, 186.699157
0.013400, 187.362897
0.013500, 187.038964
0.013600, 187.648476
0.013700, 188.233962
0.013800, 187.829462
0.013900, 188.366248
0.014000, 188.881524
0.014100, 188.406093
0.014200, 188.878196
0.014300, 189.331305
0.014400, 188.794343
0.014500, 189.209694
0.014600, 189.608514
0.014700, 189.991568
0.014800, 189.385283
0.014900, 189.737383
0.015000, 190.076046
0.015100, 190.401989
0.015200, 189.740759
0.015300, 190.042011
0.015400, 190.332672
0.015500, 190.613389
0.015600, 190.884791
0.015700, 191.147491
0.015800, 191.402079
0.015900, 190.671114
0.016000, 190.910158
0.016100, 191.142757
0.016200, 191.369409
0.016300, 191.590589
0.016400, 191.806747
0.016500, 192.018310
0.016600, 192.225678
0.016700, 192.429230
0.016800, 192.629317
0.016900, 192.826267
0.017000, 193.020381
0.017100, 193.211936
0.017200, 193.401185
0.017300, 193.588353
0.017400, 193.773644
0.017500, 193.957236
0.017600, 194.139281
0.017700, 194.319912
0.017800, 194.499234
0.017900, 194.677333
0.018000, 194.854271
0.018100, 195.030087
0.018200, 196.207858
0.018300, 196.382937
0.018400, 196.556939
0.018500, 196.729825
0.018600, 196.901539
0.018700, 197.072005
0.018800, 197.241132
0.018900, 197.408815
0.019000, 198.596593
0.019100, 198.762829
0.019200, 198.927251
0.019300, 199.089698
0.019400, 199.249996
0.019500, 199.407961
0.019600, 200.602343
0.019700, 200.757092
0.019800, 200.908926
0.019900, 201.057628
0.020000, 201.202974
0.020100, 202.400064
0.020200, 202.540159
0.020300, 202.676206
0.020400, 202.807965
0.020500, 204.005314
0.020600, 204.129964
0.020700, 204.249590
0.020800, 204.363946
0.020900, 205.557947
0.021000, 205.663222
0.021100, 205.762484
0.021200, 205.855496
0.021300, 207.042245
0.021400, 207.124179
0.021500, 207.199145
0.021600, 208.379973
0.021700, 208.442387
0.021800, 208.497152
0.021900, 209.669799
0.022000, 209.710593
0.022100, 209.743105
0.022200, 210.905335
0.022300, 210.922539
0.022400, 210.930893
0.022500, 212.080533
0.022600, 212.072347
0.022700, 212.054815
0.022800, 213.189792
0.022900, 213.154613
0.023000, 213.109675
0.023100, 214.228046
0.023200, 214.164496
0.023300, 214.090858
0.023400, 215.190837
0.023500, 215.097777
0.023600, 216.187362
0.023700, 216.074371
0.023800, 215.950912
0.023900, 217.019483
0.024000, 216.875550
0.024100, 217.932073
0.024200, 217.767335
0.024300, 217.591996
0.024400, 218.625421
0.024500, 218.429010
0.024600, 219.449089
0.024700, 219.231451
0.024800, 220.237747
0.024900, 219.998798
0.025000, 219.749442
0.025100, 220.730652
0.025200, 220.460088
0.025300, 221.426742
0.025400, 221.135052
0.025500, 222.086918
0.025600, 221.774246
0.025700, 222.711150
0.025800, 222.377700
0.025900, 222.034680
0.026000, 222.945555
0.026100, 222.582268
0.026200, 223.478060
0.026300, 223.094845
0.026400, 223.975569
0.026500, 223.572810
0.026600, 224.438530
0.026700, 224.016656
0.026800, 224.867483
0.026900, 224.426962
0.027000, 225.263051
0.027100, 224.804385
0.027200, 225.625934
0.027300, 225.149659
0.027400, 225.956902
0.027500, 225.463580
0.027600, 226.256788
0.027700, 225.747002
0.027800, 226.526478
0.027900, 226.000833
0.028000, 226.766907
0.028100, 227.529051
0.028200, 226.979051
0.028300, 227.728277
0.028400, 227.163915
0.028500, 227.900618
0.028600, 227.322533
0.028700, 228.047120
0.028800, 227.455955
0.028900, 228.168850
0.029000, 227.565243
0.029100, 228.266880
0.029200, 227.651461
0.029300, 228.342281
0.029400, 229.030170
0.029500, 228.396124
0.029600, 229.073827
0.029700, 228.429463
0.029800, 229.097430
0.029900, 228.443338
0.030000, 229.102017
0.030100, 229.758413
0.030200, 229.088599
0.030300, 229.736340
0.030400, 229.058159
0.030500, 229.697677
0.030600, 229.011645
0.030700, 229.643360
0.030800, 230.273451
0.030900, 229.574284
0.031000, 230.197162
0.031100, 229.491303
0.031200, 230.107354
0.031300, 230.722229
0.031400, 230.004814
0.031500, 230.613398
0.031600, 229.890281
0.031700, 230.492915
0.031800, 231.094785
0.031900, 230.361445
0.032000, 230.957834
0.032100, 231.553685
0.032200, 230.810794
0.032300, 231.401588
0.032400, 230.654200
0.032500, 231.240190
0.032600, 231.825975
0.032700, 231.069945
0.032800, 231.651267
0.032900, 230.891257
0.033000, 231.468306
0.033100, 232.045423
0.033200, 231.277417
0.033300, 231.850515
0.033400, 232.423817
0.033500, 231.648084
0.033600, 232.217567
0.033700, 232.787366
0.033800, 232.004090
0.033900, 232.570221
0.034000, 233.136756
0.034100, 232.346041
0.034200, 232.909007
0.034300, 232.114891
0.034400, 232.674318
0.034500, 233.234234
0.034600, 232.432697
0.034700, 232.989095
0.034800, 233.546006
0.034900, 232.736977
0.035000, 233.290348
0.035100, 233.844236
0.035200, 233.027590
0.035300, 233.577876
0.035400, 234.128660
0.035500, 233.304232
0.035600, 233.851316
0.035700, 234.398863
0.035800, 233.566450
0.035900, 234.110167
0.036000, 234.654293
0.036100, 233.813670
0.036200, 234.353809
0.036300, 234.894288
0.036400, 234.045213
0.036500, 234.581528
0.036600, 235.118099
0.036700, 235.654901
0.036800, 234.792534
0.036900, 235.324908
0.037000, 235.857414
0.037100, 234.985990
0.037200, 235.513856
0.037300, 236.041748
0.037400, 235.161032
0.037500, 235.684067
